NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
472.5,622.0,572.5,546.5,660.0
658.1,696.3,637.9,696.0,980.0
452.2,449.1,543.4,471.2,340.0
523.6,592.9,551.9,505.0,440.0
461.3,589.0,545.4,428.4,620.0
453.3,580.9,528.6,386.3,400.0
499.2,479.8,515.0,519.8,560.0
540.4,590.8,536.6,454.6,580.0
386.4,527.6,412.0,520.6,300.0
571.1,672.5,605.4,720.3,600.0
675.8,712.0,653.5,724.5,920.0
421.5,570.4,529.5,494.0,560.0
477.9,631.3,531.7,746.0,800.0
486.2,501.4,491.3,470.4,560.0
555.1,619.9,572.6,700.4,640.0
489.4,417.0,443.3,601.9,360.0
510.6,622.5,625.8,495.3,680.0
414.8,511.6,469.6,466.0,320.0
526.8,607.7,556.2,580.8,860.0
448.7,465.7,419.2,388.9,660.0
615.8,674.0,607.4,614.7,600.0
440.5,541.9,477.6,461.5,380.0
489.3,640.9,565.6,546.7,720.0
590.0,635.0,581.9,501.6,900.0
488.5,549.9,520.8,502.9,380.0
528.8,612.6,578.6,601.8,760.0
406.3,581.2,485.2,397.0,260.0
492.0,485.6,410.4,377.7,340.0
466.6,642.0,569.2,485.8,380.0
474.4,559.6,482.0,531.8,480.0
557.7,570.4,445.5,416.9,680.0
571.2,610.5,564.2,737.9,540.0
422.1,431.4,389.7,418.5,300.0
607.1,644.2,613.2,690.6,620.0
558.8,491.1,355.5,461.9,440.0
633.1,684.3,623.0,728.1,600.0
364.2,410.8,525.6,389.3,540.0
476.3,598.4,502.7,505.1,480.0
572.9,715.3,569.4,658.5,440.0
634.4,652.9,596.8,715.1,680.0
571.3,577.1,607.9,680.3,900.0
411.4,668.5,590.4,514.2,540.0
523.2,602.8,587.8,519.4,640.0
428.1,601.4,525.9,577.0,0.0
540.3,620.5,464.6,580.4,0.0
486.7,606.3,574.5,573.6,720.0
572.1,694.5,606.8,734.9,820.0
574.7,586.4,488.1,402.0,640.0
400.2,473.0,507.2,512.7,280.0
569.9,666.5,585.5,534.9,820.0
448.8,554.2,565.5,483.2,320.0
414.0,461.6,475.5,464.7,520.0
524.0,642.3,631.0,616.8,720.0
462.7,427.4,404.0,490.1,0.0
711.4,714.6,648.7,666.8,840.0
561.8,652.7,668.1,622.1,740.0
514.7,643.2,588.3,443.4,580.0
534.1,604.1,501.0,492.5,580.0
616.1,668.8,612.8,603.9,860.0
482.9,637.2,589.4,621.9,620.0
577.9,629.0,598.0,669.5,340.0
492.9,610.4,542.5,550.2,360.0
475.9,575.7,490.3,424.7,600.0
494.2,495.8,389.7,489.0,300.0
521.0,464.2,450.0,481.5,700.0
650.2,668.5,665.7,748.7,960.0
400.4,451.9,351.8,592.6,260.0
425.1,602.3,391.9,474.1,300.0
407.4,609.7,587.0,498.7,880.0
418.0,584.2,528.1,458.5,800.0
478.8,582.0,555.1,617.8,500.0
422.4,562.1,482.2,458.2,340.0
584.1,632.3,594.4,671.1,580.0
507.4,635.9,572.9,568.7,560.0
485.3,609.8,563.7,595.6,340.0
460.7,507.3,533.6,504.7,260.0
460.8,635.4,591.1,516.0,620.0
437.0,629.1,536.0,611.6,480.0
483.2,601.0,522.7,545.1,900.0
573.3,612.8,586.7,403.1,580.0
472.8,447.8,534.5,529.5,500.0
498.0,537.3,523.6,444.4,280.0
473.2,628.7,578.1,578.4,580.0
386.7,504.6,390.7,474.7,320.0
382.1,478.5,485.0,483.0,440.0
480.4,620.2,547.2,517.8,500.0
481.1,635.4,634.2,526.7,0.0
394.4,618.8,516.6,488.0,720.0
464.5,477.4,482.4,495.4,300.0
456.6,622.9,555.5,530.4,340.0
421.3,586.7,560.9,574.9,340.0
469.9,496.7,458.9,424.1,600.0
680.3,712.4,681.2,795.4,940.0
561.6,572.9,594.8,471.2,620.0
483.1,633.4,571.0,541.1,540.0
650.9,727.3,696.1,748.1,940.0
575.4,654.5,654.9,504.5,540.0
577.8,489.8,460.0,502.9,320.0
434.3,518.3,367.4,501.1,460.0
475.1,606.4,543.8,479.8,700.0
511.7,485.7,536.7,412.5,600.0
408.2,560.7,448.5,476.0,480.0
481.0,440.7,540.8,591.2,380.0
419.5,518.3,475.6,528.9,740.0
469.6,581.9,515.5,443.6,480.0
406.8,430.8,427.9,471.8,0.0
595.6,608.8,553.6,485.7,880.0
610.5,617.8,544.3,669.1,720.0
552.0,653.9,633.1,722.5,860.0
480.2,503.3,497.1,411.8,400.0
525.6,609.3,558.6,477.8,580.0
550.3,575.8,518.0,460.5,520.0
550.5,537.4,554.5,529.9,680.0
435.5,525.2,534.2,595.5,320.0
607.1,704.2,634.0,653.3,920.0
453.3,628.1,558.8,504.0,520.0
468.3,591.9,528.0,474.1,460.0
495.5,522.0,369.9,580.6,300.0
621.6,675.0,636.2,633.2,740.0
405.9,438.9,467.1,506.2,340.0
505.4,652.3,640.0,567.1,740.0
542.7,614.0,509.9,541.4,540.0
440.1,531.0,405.6,406.7,280.0
424.8,587.9,549.7,534.4,560.0
501.4,606.0,541.1,436.7,540.0
645.6,735.3,631.4,686.4,920.0
441.7,561.1,468.4,481.9,600.0
475.1,597.1,516.5,566.7,340.0
470.7,528.4,567.9,413.3,660.0
473.9,563.9,433.9,465.2,280.0
574.2,653.2,624.8,506.5,680.0
418.5,462.7,430.1,391.3,400.0
462.3,545.0,448.0,479.2,340.0
459.0,561.7,518.7,593.2,500.0
426.2,597.5,472.3,371.4,480.0
526.3,605.3,549.1,440.3,400.0
552.9,461.5,508.6,711.0,800.0
683.1,676.9,619.0,740.3,800.0
572.8,647.7,575.7,644.0,580.0
388.2,557.3,459.0,495.7,620.0
425.5,631.7,567.6,550.3,500.0
525.7,579.1,582.9,619.5,540.0
514.5,627.6,559.0,474.7,340.0
414.2,498.2,405.1,433.3,240.0
503.6,668.8,581.5,511.3,480.0
621.9,662.7,605.3,565.7,720.0
431.4,637.9,572.5,464.0,500.0
427.2,429.8,532.7,664.4,920.0
532.7,590.4,578.5,534.4,560.0
497.1,611.4,530.0,563.5,480.0
417.9,629.3,539.3,486.9,560.0
370.5,500.4,454.0,411.6,500.0
508.7,485.3,563.7,417.1,0.0
481.8,536.6,544.6,440.7,600.0
523.8,635.6,601.1,545.9,640.0
486.5,456.7,494.9,558.0,380.0
494.4,462.4,382.9,454.1,720.0
455.7,620.7,561.2,508.5,560.0
682.3,724.6,659.4,766.2,960.0
608.6,648.3,566.6,694.7,800.0
423.5,595.4,583.3,443.8,600.0
530.6,602.6,553.7,494.2,340.0
494.1,433.6,405.2,489.2,620.0
409.2,532.0,475.4,519.3,560.0
436.4,649.0,592.7,484.0,600.0
512.5,649.1,623.0,413.8,540.0
410.4,570.7,533.6,444.3,600.0
528.3,664.6,591.8,379.6,620.0
441.6,521.5,400.9,455.8,300.0
470.5,562.3,537.6,540.0,300.0
460.6,518.6,418.9,484.5,540.0
366.7,553.0,476.2,389.8,280.0
467.9,624.8,577.5,483.2,540.0
493.2,614.8,555.0,648.2,820.0
502.9,529.5,547.5,604.7,380.0
416.3,576.4,516.3,480.5,540.0
558.4,616.2,562.8,565.6,740.0
485.6,569.4,500.8,443.4,380.0
484.4,619.9,555.8,423.3,0.0
408.3,407.5,528.8,406.9,840.0
453.1,518.2,534.2,452.0,640.0
527.5,651.5,566.6,659.8,600.0
546.2,552.8,510.5,585.8,400.0
615.7,652.5,618.9,530.2,540.0
416.0,425.9,442.0,446.5,480.0
402.1,443.8,522.0,486.0,640.0
469.6,427.0,448.5,415.8,340.0
532.8,608.9,559.2,426.2,400.0
461.7,527.6,553.4,440.2,320.0
476.4,522.9,503.5,409.4,260.0
484.3,617.1,612.2,523.7,580.0
559.5,495.8,508.0,509.6,640.0
372.9,439.5,522.2,552.3,380.0
444.0,573.6,488.8,491.4,340.0
417.0,430.1,484.3,374.1,620.0
520.8,594.4,526.2,558.8,680.0
503.8,639.4,560.0,607.3,860.0
414.4,525.5,576.4,483.4,560.0
497.6,657.2,567.4,712.2,560.0
428.0,511.4,455.9,546.6,540.0
535.3,607.1,546.6,410.5,380.0
499.4,471.9,451.7,484.3,380.0
400.5,483.1,406.7,392.7,360.0
573.5,672.8,623.2,426.1,920.0
454.0,439.8,447.1,399.4,260.0
422.2,538.1,535.5,552.6,320.0
556.5,600.8,595.0,522.9,660.0
489.6,667.6,561.9,415.7,360.0
426.4,587.3,487.0,376.7,580.0
508.2,693.1,642.0,575.2,700.0
456.0,500.5,438.4,393.0,340.0
563.3,597.9,522.3,547.7,560.0
497.7,590.4,542.9,481.3,760.0
529.8,633.2,604.7,640.0,580.0
494.1,582.2,536.0,580.0,440.0
408.7,560.0,461.9,468.6,360.0
555.9,639.5,555.6,429.8,780.0
532.6,538.9,498.6,495.0,280.0
427.8,600.1,464.4,422.4,520.0
418.2,604.2,487.5,589.7,700.0
466.6,628.3,544.3,518.7,480.0
562.7,660.8,649.2,675.8,660.0
512.9,483.9,562.2,462.0,320.0
738.3,730.5,673.1,880.6,940.0
442.3,464.0,460.8,375.1,340.0
531.0,615.7,527.8,498.7,700.0
378.5,422.1,343.9,459.8,460.0
461.8,566.4,456.9,483.2,500.0
460.8,494.5,447.2,448.8,360.0
397.4,502.0,504.8,430.5,640.0
557.7,609.4,467.2,633.6,720.0
433.6,527.0,539.5,518.8,300.0
586.6,627.5,552.0,622.0,400.0
497.9,627.6,548.6,460.4,580.0
562.8,579.5,603.5,489.7,540.0
457.5,591.1,571.5,620.8,480.0
551.1,632.7,585.5,474.8,700.0
454.4,542.3,489.6,502.8,300.0
515.9,566.2,612.9,540.7,680.0
487.1,559.2,504.0,418.9,580.0
490.3,599.5,554.5,475.1,600.0
409.2,586.3,556.5,383.8,520.0
588.7,686.6,627.5,697.6,500.0
479.6,550.2,535.9,518.8,820.0
526.6,575.6,446.4,604.9,260.0
439.2,535.8,406.0,412.6,580.0
498.6,558.8,531.7,480.0,340.0
485.2,584.6,359.3,445.8,560.0
635.1,704.7,619.4,745.2,620.0
435.6,621.5,530.3,742.5,600.0
387.4,557.7,477.3,492.6,600.0
603.9,467.0,585.7,709.9,740.0
593.6,680.0,621.4,723.8,740.0
387.6,628.3,607.7,615.0,540.0
537.2,532.0,441.4,442.3,560.0
524.1,624.8,587.7,625.5,520.0
495.5,583.9,581.7,592.6,700.0
591.8,618.9,625.3,680.1,700.0
575.8,626.3,541.5,617.6,560.0
495.7,467.5,438.1,505.7,240.0
485.3,645.5,570.7,404.5,640.0
649.6,666.9,578.9,800.6,780.0
436.2,577.6,520.0,439.2,400.0
519.3,584.0,556.5,576.8,740.0
659.1,757.7,665.7,718.3,920.0
417.4,633.0,564.3,626.7,540.0
416.9,487.5,477.2,462.3,340.0
616.7,698.8,642.1,723.5,760.0
549.2,556.4,570.8,577.2,620.0
570.4,609.9,567.2,508.2,620.0
463.2,488.0,452.3,434.8,500.0
426.8,594.5,543.7,488.8,360.0
518.2,657.2,581.7,635.0,400.0
378.5,481.5,421.6,463.2,0.0
543.3,634.1,592.1,569.2,720.0
704.3,720.4,659.6,738.5,920.0
554.7,612.8,551.5,657.0,720.0
512.3,578.5,470.0,398.2,340.0
580.7,432.9,450.0,514.0,320.0
445.8,414.8,368.9,627.3,340.0
501.6,613.6,529.3,409.3,560.0
506.8,664.4,439.3,503.6,520.0
556.8,536.8,542.9,649.3,580.0
561.6,610.0,575.1,490.3,540.0
593.9,650.2,610.2,519.9,840.0
509.7,619.1,583.2,449.7,280.0
386.1,415.9,415.9,409.2,0.0
612.9,617.6,573.3,675.0,700.0
515.2,579.0,408.2,518.0,300.0
526.7,601.8,464.2,449.7,620.0
543.8,553.2,482.0,554.6,480.0
399.0,530.2,410.4,473.6,260.0
438.8,450.6,516.0,452.8,600.0
494.7,557.0,470.3,546.6,400.0
519.1,622.1,578.4,595.7,780.0
432.3,545.7,420.6,485.5,300.0
527.4,658.3,643.1,697.3,920.0
502.5,461.8,408.4,653.9,520.0
393.5,576.0,521.0,439.4,720.0
436.3,612.1,567.9,460.9,520.0
439.5,576.3,539.0,401.2,460.0
411.1,591.6,478.4,434.2,440.0
484.6,651.4,529.6,563.6,740.0
642.1,678.2,653.8,733.5,660.0
485.7,598.5,540.9,399.1,360.0
569.4,623.0,583.1,524.3,620.0
557.8,484.8,491.7,499.0,400.0
468.0,547.7,543.6,539.3,340.0
438.6,514.8,470.2,452.1,300.0
457.9,507.0,502.4,547.3,480.0
406.7,539.9,532.7,414.8,640.0
495.4,643.3,576.3,477.9,640.0
460.0,625.6,539.1,677.0,580.0
403.6,513.3,483.5,623.5,340.0
552.4,628.2,591.7,484.6,740.0
579.2,677.4,626.3,603.7,520.0
591.5,664.1,605.8,572.9,400.0
537.7,635.2,559.8,539.5,360.0
443.5,521.3,472.4,574.5,320.0
487.1,608.1,580.3,385.1,0.0
421.4,569.7,413.4,495.4,300.0
604.9,589.3,521.6,701.4,440.0
500.0,613.5,571.7,532.4,580.0
365.9,564.7,480.6,461.8,300.0
506.5,553.8,479.0,547.0,460.0
496.0,437.2,492.3,551.6,460.0
433.5,619.5,582.2,690.3,560.0
484.8,615.2,555.5,471.3,580.0
437.2,437.5,515.2,397.2,580.0
456.2,583.9,532.6,408.7,460.0
423.4,631.0,493.5,587.5,360.0
575.0,670.0,585.4,705.2,560.0
455.1,431.6,479.4,622.2,360.0
385.4,540.4,543.1,531.7,500.0
391.6,581.3,526.6,562.0,600.0
498.7,622.4,562.1,629.7,580.0
536.9,601.3,526.5,435.2,400.0
533.9,616.2,563.1,415.2,720.0
452.7,578.8,581.6,441.6,620.0
460.6,459.3,502.1,462.4,280.0
502.3,636.1,558.8,587.8,560.0
514.6,555.4,494.6,481.2,840.0
419.7,620.9,554.4,547.1,780.0
429.2,475.9,518.7,489.4,0.0
383.1,583.1,419.7,444.7,320.0
483.4,640.1,626.2,425.9,560.0
586.8,575.8,480.0,672.4,420.0
463.1,645.3,591.9,609.6,600.0
616.7,661.0,603.0,694.0,740.0
628.9,645.4,607.1,694.6,880.0
420.6,525.0,522.0,419.5,360.0
451.9,581.8,430.6,375.5,340.0
511.5,581.8,534.7,498.5,400.0
483.7,586.6,508.7,376.6,300.0
615.5,615.2,635.4,640.2,840.0
466.2,640.9,593.1,494.3,600.0
580.1,646.4,659.4,669.5,480.0
491.0,437.0,496.1,532.4,300.0
498.8,564.2,634.7,717.0,620.0
427.2,499.6,403.2,486.7,320.0
522.8,665.2,643.7,450.2,620.0
522.6,622.0,537.1,513.8,420.0
670.3,717.1,712.9,780.0,740.0
451.1,431.3,400.7,462.9,540.0
607.5,698.9,643.3,697.4,640.0
681.2,697.4,673.2,750.6,780.0
511.7,601.7,558.5,431.6,600.0
579.7,622.8,581.4,490.4,740.0
430.5,564.0,500.1,510.3,360.0
417.1,504.9,405.0,483.4,320.0
505.2,572.1,511.5,384.3,400.0
465.0,583.4,515.7,570.3,580.0
526.9,492.2,454.7,498.6,420.0
461.9,674.7,593.3,630.1,680.0
443.0,552.4,460.0,421.4,300.0
593.1,671.1,596.0,697.8,920.0
408.1,470.7,398.7,461.9,320.0
408.8,426.9,465.7,408.2,320.0
617.4,686.0,604.5,620.8,640.0
507.1,611.9,564.1,524.6,720.0
536.5,622.2,538.0,501.6,360.0
549.1,592.5,575.9,459.2,540.0
369.7,566.8,460.4,490.4,340.0
438.3,422.7,427.8,412.4,240.0
522.3,478.5,521.2,482.7,360.0
398.0,466.8,488.0,486.9,360.0
657.1,690.6,719.2,679.8,900.0
533.3,568.2,539.3,604.8,620.0
484.3,513.0,401.7,482.6,580.0
522.9,612.7,473.4,383.6,320.0
482.6,483.8,412.7,450.6,600.0
529.9,660.3,608.5,674.6,600.0
569.6,645.3,623.4,485.3,700.0
416.8,527.5,436.2,481.2,260.0
490.3,596.5,537.1,481.4,560.0
492.3,484.5,583.5,572.7,480.0
472.1,626.3,548.3,425.8,540.0
480.0,591.1,496.6,408.1,340.0
638.6,698.3,651.6,589.0,720.0
516.9,507.3,361.9,538.7,540.0
443.7,544.2,488.5,390.7,380.0
611.1,646.9,613.3,725.0,700.0
482.7,615.0,472.6,401.6,640.0
549.7,631.0,575.7,414.1,280.0
468.7,576.6,494.7,418.5,600.0
429.7,548.4,494.7,545.1,280.0
461.1,496.4,479.7,461.9,320.0
434.3,536.5,499.0,448.7,480.0
525.3,638.3,563.7,389.0,600.0
494.9,600.5,580.1,539.5,560.0
445.6,580.2,511.6,494.3,340.0
506.8,563.4,587.2,472.2,360.0
520.7,581.1,490.4,501.1,660.0
582.1,628.6,566.3,421.3,460.0
443.9,503.2,450.1,511.3,400.0
572.0,686.1,629.2,443.2,680.0
487.3,652.7,608.1,706.5,680.0
466.8,620.9,523.7,589.7,520.0
438.2,405.0,504.7,603.8,300.0
544.5,571.2,469.7,430.0,380.0
456.9,485.4,499.0,430.6,540.0
461.4,629.4,551.7,590.8,420.0
480.9,625.7,552.0,538.9,340.0
385.9,511.9,579.0,523.5,420.0
496.9,614.2,605.7,624.1,780.0
441.0,480.0,437.7,471.6,380.0
489.5,504.3,549.8,629.8,700.0
493.9,455.2,444.1,371.1,260.0
451.9,484.9,565.7,614.7,700.0
444.2,514.6,449.8,592.7,380.0
428.6,557.0,490.3,419.1,340.0
530.7,583.6,487.1,464.2,600.0
436.6,554.4,443.8,627.1,420.0
434.5,447.4,460.9,530.6,280.0
390.3,498.3,587.3,599.3,320.0
421.2,458.1,383.3,419.0,520.0
416.9,462.6,577.6,556.3,620.0
641.6,694.2,668.9,755.5,560.0
489.4,623.4,521.5,606.7,560.0
569.4,583.7,515.2,551.5,480.0
563.6,590.3,550.8,476.3,640.0
578.6,722.3,561.6,666.3,800.0
551.4,664.2,634.2,752.7,300.0
379.5,448.9,433.5,392.1,320.0
686.8,691.5,650.2,745.6,920.0
513.7,610.0,519.4,624.6,380.0
419.6,574.8,515.4,461.9,580.0
413.6,0.0,0.0,508.6,520.0
574.7,528.1,557.6,626.4,560.0
470.6,530.0,574.2,411.4,400.0
497.9,426.5,476.2,489.1,360.0
378.6,518.6,526.8,432.1,540.0
427.9,426.1,394.1,627.1,400.0
455.5,616.5,592.6,598.7,640.0
414.7,599.7,442.4,385.3,240.0
554.5,585.4,584.2,665.9,640.0
407.2,604.8,474.2,512.7,420.0
644.4,651.6,587.2,739.7,860.0
444.2,507.3,418.2,553.8,600.0
552.0,524.6,535.2,502.9,600.0
412.1,449.1,422.7,465.5,360.0
622.3,620.2,610.1,695.7,620.0
634.5,685.3,639.2,745.2,840.0
568.8,627.2,562.9,504.9,680.0
460.5,635.4,590.9,613.4,800.0
575.4,643.5,636.9,635.0,740.0
538.8,576.9,506.9,596.1,840.0
556.2,668.3,602.2,693.7,620.0
629.3,643.3,610.0,718.1,520.0
521.1,560.6,479.3,447.2,360.0
503.2,602.8,592.2,615.5,600.0
463.9,499.0,470.0,410.1,560.0
466.7,419.8,348.1,467.3,540.0
567.6,592.9,566.3,443.5,800.0
477.2,498.5,459.5,451.3,520.0
462.1,491.7,420.7,634.4,300.0
398.3,426.3,406.9,494.8,360.0
614.8,655.5,561.0,743.1,880.0
615.8,597.8,428.9,541.1,560.0
474.0,649.9,631.8,733.8,800.0
540.9,498.4,531.4,595.1,860.0
590.9,671.2,595.4,706.3,720.0
397.7,502.1,430.3,481.8,360.0
583.8,638.5,592.3,542.6,360.0
514.7,509.6,444.3,384.7,600.0
416.1,610.0,582.6,587.7,620.0
582.6,452.1,440.3,473.5,300.0
382.8,456.3,418.4,452.2,520.0
523.6,460.2,539.6,498.3,460.0
493.7,637.1,590.3,570.8,0.0
401.4,570.8,515.4,505.7,680.0
559.7,692.6,597.4,546.1,660.0
472.6,465.5,394.8,455.1,580.0
409.9,579.7,536.8,573.4,660.0
722.7,749.0,646.6,743.0,900.0
457.5,477.3,377.9,582.8,440.0
498.5,610.6,594.1,571.4,800.0
542.8,643.9,605.9,561.0,680.0
631.0,659.7,651.1,746.8,620.0
392.1,534.6,499.7,463.2,500.0
713.5,754.8,709.1,817.0,940.0
446.0,539.9,474.2,415.0,420.0
528.0,617.7,510.2,565.4,360.0
482.0,511.7,441.4,400.3,360.0
437.6,639.6,535.0,592.6,520.0
531.8,604.5,511.6,489.5,320.0
653.9,682.6,606.7,746.9,840.0
554.3,613.9,540.9,492.9,600.0
478.3,606.6,528.2,447.1,500.0
623.1,606.1,618.7,462.7,580.0
415.6,543.9,406.9,438.6,520.0
458.9,394.5,552.1,578.3,480.0
537.9,669.9,601.0,557.5,620.0
535.5,599.6,524.6,570.3,540.0
500.3,623.6,529.4,678.6,620.0
404.5,521.3,501.2,456.1,480.0
575.5,568.4,571.8,597.0,420.0
585.1,669.5,663.4,744.1,780.0
459.8,509.8,442.1,514.3,300.0
610.5,658.8,517.7,673.1,960.0
575.2,610.2,540.3,537.7,640.0
477.5,450.9,468.8,412.0,360.0
509.9,669.7,644.8,539.3,860.0
535.8,576.5,527.7,411.3,340.0
445.6,568.6,421.5,517.8,400.0
431.8,415.8,378.9,457.9,460.0
406.5,453.4,453.2,400.2,480.0
678.8,655.7,606.7,713.0,900.0
463.3,615.3,580.0,497.8,560.0
613.8,655.1,591.1,608.9,920.0
509.6,537.6,449.8,489.4,360.0
473.6,648.5,641.3,570.2,700.0
483.8,480.7,444.5,474.9,360.0
395.7,539.6,432.3,538.8,360.0
628.6,663.2,580.2,706.0,560.0
472.4,414.3,451.3,468.9,340.0
480.1,649.5,598.1,570.0,900.0
388.2,459.8,422.6,372.6,420.0
466.6,587.0,573.1,598.2,540.0
523.6,570.7,479.0,524.9,320.0
607.2,643.2,588.9,606.0,560.0
507.8,618.0,531.5,502.6,500.0
564.1,597.4,551.9,656.0,700.0
514.1,609.8,634.2,598.1,600.0
499.6,536.3,555.3,413.6,680.0
386.6,583.1,438.8,449.6,440.0
489.9,645.6,575.4,493.0,580.0
599.5,629.3,589.7,431.7,800.0
405.1,479.0,385.6,466.6,300.0
491.5,637.3,604.1,590.1,780.0
487.3,491.4,403.1,515.3,480.0
558.1,576.5,486.7,476.6,600.0
573.1,675.2,652.7,724.3,800.0
453.7,551.0,501.5,374.5,580.0
455.2,566.1,524.1,383.3,620.0
524.0,430.0,514.3,418.9,0.0
448.1,560.6,519.9,435.0,500.0
476.2,569.1,549.5,447.3,560.0
430.6,520.1,489.5,520.0,740.0
510.8,617.3,524.4,577.7,700.0
463.6,582.6,551.0,444.5,480.0
448.6,476.8,560.1,441.1,700.0
534.4,460.3,418.4,487.7,460.0
495.3,432.5,371.2,484.1,240.0
472.2,616.2,561.1,616.7,820.0
562.9,595.3,481.7,442.6,540.0
426.3,565.4,420.8,485.0,300.0
485.3,574.6,491.3,494.5,320.0
449.5,464.5,356.9,513.1,380.0
394.6,511.6,494.3,483.3,420.0
635.5,641.3,604.5,489.2,600.0
517.9,596.7,438.4,556.7,480.0
493.4,502.5,468.2,516.3,540.0
523.7,637.5,573.2,385.4,540.0
544.9,648.6,619.4,582.3,560.0
623.7,677.4,575.3,733.6,720.0
462.7,467.1,365.2,521.5,360.0
451.8,619.4,544.9,624.4,640.0
592.2,638.1,562.2,669.3,680.0
614.0,626.3,612.8,593.5,460.0
594.1,646.0,604.9,616.7,660.0
453.1,430.2,444.9,567.6,540.0
444.1,493.5,436.0,465.6,340.0
410.1,509.6,462.1,585.0,660.0
380.2,430.9,390.7,406.9,320.0
633.0,676.1,618.6,769.8,600.0
446.9,614.4,543.4,383.4,320.0
450.5,433.3,507.6,459.8,360.0
513.2,513.0,540.0,539.0,400.0
464.9,616.3,525.0,524.6,500.0
566.0,542.1,528.7,500.4,640.0
456.6,631.2,518.4,409.3,360.0
651.1,648.4,555.9,415.3,920.0
449.5,614.7,558.3,553.1,620.0
514.7,524.2,461.9,461.5,380.0
512.9,634.1,562.1,616.2,680.0
580.8,634.6,549.7,653.5,440.0
409.5,457.5,529.5,642.6,720.0
724.6,743.6,716.1,819.9,820.0
432.8,519.5,428.1,496.9,340.0
473.1,604.3,584.6,506.0,560.0
579.2,611.4,555.7,688.9,600.0
483.1,548.6,525.3,541.1,360.0
459.6,635.5,596.2,579.6,880.0
432.2,596.5,545.7,545.0,340.0
509.8,603.2,509.9,420.1,540.0
584.8,641.2,597.6,648.9,700.0
550.6,638.6,615.0,459.1,600.0
528.3,569.9,565.9,470.8,840.0
383.9,575.3,513.3,480.0,460.0
482.7,598.4,520.3,509.2,480.0
465.4,482.1,479.7,405.9,780.0
622.8,650.2,597.5,722.7,720.0
684.5,634.6,626.6,714.5,900.0
518.2,553.5,413.1,455.2,360.0
731.6,679.4,621.5,763.9,720.0
504.8,571.7,558.6,519.7,260.0
459.6,615.4,504.4,513.0,320.0
560.8,663.4,622.6,650.9,580.0
384.3,587.0,507.1,531.5,280.0
502.2,593.2,461.2,512.0,560.0
453.6,544.9,444.1,610.5,360.0
388.8,445.8,440.1,462.7,340.0
515.8,519.0,478.1,419.7,360.0
561.8,650.1,535.0,478.1,380.0
521.0,599.6,532.3,594.0,400.0
400.9,561.3,469.0,380.5,260.0
528.9,654.6,594.0,531.0,600.0
440.9,601.0,508.1,383.5,0.0
429.2,585.4,478.5,418.4,520.0
635.5,677.0,569.7,613.7,720.0
551.2,694.6,631.1,688.0,800.0
481.7,515.6,435.5,409.9,360.0
411.1,496.3,377.4,390.7,320.0
458.6,592.5,551.0,422.5,580.0
479.4,614.2,485.2,499.9,580.0
710.0,711.2,654.7,859.1,940.0
439.2,572.7,547.8,424.7,360.0
653.5,708.7,697.1,748.9,900.0
569.6,631.8,625.6,542.0,480.0
440.0,578.2,497.5,526.4,500.0
499.5,647.4,571.9,536.0,680.0
628.0,621.9,523.1,591.8,600.0
368.8,544.2,392.8,410.4,180.0
462.0,610.3,549.0,642.4,320.0
410.7,592.6,539.6,424.9,520.0
497.6,455.7,386.3,514.1,340.0
498.0,697.7,633.7,690.7,560.0
498.5,455.1,414.1,516.9,300.0
596.3,641.3,623.9,792.3,740.0
495.0,529.1,469.5,377.4,320.0
527.1,621.3,569.9,529.8,660.0
567.4,647.2,542.5,535.7,560.0
454.1,585.2,576.9,507.7,460.0
436.6,604.6,553.5,453.8,400.0
578.5,443.5,537.7,493.6,320.0
422.0,590.5,449.2,509.3,520.0
385.7,520.7,452.8,417.3,360.0
451.5,418.4,557.5,556.4,520.0
667.2,709.0,662.3,730.2,740.0
540.1,635.7,603.8,653.7,520.0
678.2,715.1,622.0,755.2,720.0
480.0,562.7,433.7,463.8,0.0
460.1,612.8,517.9,450.3,780.0
584.8,620.2,534.5,482.0,640.0
458.4,583.5,536.2,461.9,600.0
548.9,411.2,510.2,387.3,380.0
395.6,462.9,360.0,389.4,300.0
531.1,650.3,614.1,548.3,780.0
561.8,644.3,615.2,694.7,720.0
429.2,481.5,450.2,439.5,260.0
458.6,603.6,450.9,530.4,280.0
457.1,613.8,500.9,430.5,340.0
453.6,532.3,467.0,563.4,360.0
545.5,606.9,571.1,457.0,520.0
616.8,631.7,617.1,708.1,700.0
446.2,592.1,519.1,389.8,540.0
474.9,552.6,480.3,394.1,380.0
513.7,635.0,607.8,639.8,0.0
576.2,656.9,597.9,466.9,660.0
520.6,473.0,361.8,492.4,320.0
534.1,604.3,598.4,556.9,740.0
431.6,567.3,527.0,598.7,360.0
577.4,645.8,632.4,639.7,560.0
383.1,537.4,381.8,424.7,560.0
479.3,591.4,585.5,503.8,580.0
541.1,593.6,515.5,560.4,680.0
471.0,576.8,475.4,627.4,600.0
395.4,538.7,400.8,520.5,600.0
475.5,400.1,431.7,512.7,240.0
405.0,656.0,556.3,538.3,860.0
574.4,593.8,488.8,676.3,560.0
486.1,477.3,402.8,632.1,360.0
546.3,599.3,591.4,553.8,580.0
459.3,595.0,537.3,561.7,480.0
450.3,560.3,559.4,502.0,460.0
404.4,542.1,559.0,600.4,320.0
