ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
3538,527.1,599.2,548.1,640.0
3539,385.6,453.2,509.7,340.0
3540,627.7,648.8,695.6,780.0
3541,407.1,519.4,510.4,320.0
3542,560.2,661.0,570.6,540.0
3543,457.8,558.0,494.7,560.0
3544,541.7,532.6,488.7,720.0
3545,443.9,615.1,549.8,640.0
3546,439.1,572.1,445.2,340.0
3547,384.9,583.2,553.6,560.0
3548,477.0,444.0,623.4,360.0
3549,487.2,589.1,432.2,560.0
3550,440.1,619.6,553.6,540.0
3551,536.1,649.3,619.2,380.0
3552,428.8,624.7,517.4,560.0
3553,553.8,557.2,598.3,480.0
3554,565.4,602.8,532.9,360.0
3555,436.1,620.6,544.8,360.0
3556,380.5,563.2,436.8,500.0
3557,488.0,593.3,429.1,600.0
3558,388.0,613.5,556.5,420.0
3559,532.5,550.0,531.8,640.0
3560,534.7,584.5,469.6,340.0
3561,456.8,525.2,486.0,520.0
3562,405.4,498.3,401.0,340.0
3563,408.3,545.2,503.8,480.0
3564,632.3,687.5,659.2,860.0
3565,470.6,596.1,435.1,560.0
3566,500.2,644.8,568.5,620.0
3567,627.4,672.0,755.0,540.0
3568,582.4,661.8,727.6,680.0
3569,554.3,695.3,744.8,920.0
3570,385.5,599.1,523.5,440.0
3571,666.0,694.2,757.8,920.0
3572,580.6,659.7,441.5,720.0
3573,535.7,626.0,407.2,560.0
3574,452.7,568.9,495.1,480.0
3575,379.7,415.7,471.0,320.0
3576,587.7,633.2,540.5,640.0
3577,392.2,592.6,382.7,420.0
3578,485.4,588.6,433.6,580.0
3579,623.2,637.6,504.9,380.0
3580,470.7,539.3,545.3,580.0
3581,500.8,639.2,587.1,560.0
3582,534.7,593.3,675.8,380.0
3583,457.9,577.5,523.1,720.0
3584,492.2,587.3,431.8,540.0
3585,500.3,636.6,501.3,620.0
3586,436.6,531.6,555.1,400.0
3587,494.6,566.4,451.6,380.0
3588,438.4,568.5,495.5,540.0
3589,435.9,408.0,595.2,700.0
3590,483.8,629.7,667.4,720.0
3591,464.6,600.1,385.1,420.0
3592,493.3,638.2,556.0,600.0
3593,504.3,615.1,631.7,340.0
3594,453.2,542.0,397.8,500.0
3595,444.7,463.7,472.9,220.0
3596,528.0,618.1,499.7,640.0
3597,425.9,537.5,416.5,280.0
3598,448.3,455.0,529.7,560.0
3599,577.4,648.7,544.2,540.0
3600,607.6,670.0,651.4,980.0
3601,482.7,474.3,440.9,0.0
3602,443.8,535.9,435.9,360.0
3603,437.2,512.7,476.1,340.0
3604,437.6,534.9,511.2,360.0
3605,524.7,638.3,584.2,560.0
3606,470.0,593.3,577.0,600.0
3607,652.7,702.1,678.6,800.0
3608,571.6,661.5,713.2,480.0
3609,363.7,454.0,436.9,320.0
3610,443.5,623.5,462.1,360.0
3611,442.3,498.8,473.0,500.0
3612,465.6,660.0,593.7,360.0
3613,562.8,661.7,700.5,880.0
3614,602.6,597.1,463.0,580.0
3615,388.6,401.7,559.0,460.0
3616,424.6,533.0,534.6,320.0
3617,462.9,536.9,402.6,300.0
3618,396.8,594.6,671.1,540.0
3619,500.9,446.1,447.5,560.0
3620,479.5,585.9,441.7,320.0
3621,420.7,492.9,466.1,340.0
3622,523.1,679.8,734.0,600.0
3623,431.0,555.2,398.9,0.0
3624,438.9,512.1,645.0,580.0
3625,423.1,566.7,425.5,320.0
3626,390.7,591.4,446.1,540.0
3627,621.7,667.4,653.2,800.0
3628,479.1,482.4,471.5,320.0
3629,456.0,545.8,537.8,460.0
3630,429.6,453.6,500.8,360.0
3631,558.9,605.5,686.1,440.0
3632,580.4,645.7,685.1,620.0
3633,379.0,582.4,442.7,580.0
3634,482.4,601.4,566.5,940.0
3635,508.0,647.7,529.3,620.0
3636,593.7,661.8,682.3,800.0
3637,549.1,639.0,573.1,360.0
3638,551.5,526.8,533.2,740.0
3639,550.3,600.7,479.1,280.0
3640,502.2,580.1,376.5,360.0
3641,629.8,672.3,680.8,680.0
3642,483.3,599.3,556.5,680.0
3643,499.1,489.4,464.7,520.0
3644,528.0,637.1,639.7,780.0
3645,456.0,540.6,501.3,380.0
3646,541.1,598.5,518.4,0.0
3647,436.8,544.4,436.2,340.0
3648,403.6,432.2,452.6,320.0
3649,604.8,652.8,639.7,680.0
3650,550.6,602.8,554.8,580.0
3651,502.8,626.1,483.6,460.0
3652,449.2,490.9,505.9,720.0
3653,717.4,673.8,853.1,820.0
3654,451.5,572.9,577.3,580.0
3655,456.3,628.4,448.2,540.0
3656,514.6,598.1,467.8,660.0
3657,500.8,596.1,648.0,360.0
3658,414.3,404.7,470.4,360.0
3659,555.6,647.4,696.9,680.0
3660,541.5,621.1,609.0,560.0
3661,517.1,616.3,525.3,520.0
3662,513.9,620.0,596.2,580.0
3663,596.7,685.1,548.5,840.0
3664,493.5,626.0,455.8,460.0
3665,463.8,513.3,436.6,500.0
3666,635.2,662.3,598.0,880.0
3667,466.3,567.6,528.6,440.0
3668,494.1,590.3,697.0,660.0
3669,460.1,569.5,552.8,340.0
3670,364.0,407.9,417.0,360.0
3671,461.6,596.8,682.2,580.0
3672,396.9,468.7,371.3,360.0
3673,454.4,559.8,637.4,580.0
3674,489.7,624.8,610.3,360.0
3675,371.3,463.9,445.6,480.0
3676,566.2,666.5,542.5,340.0
3677,449.9,577.3,476.6,400.0
3678,471.9,628.1,519.5,360.0
3679,420.4,462.2,578.7,320.0
3680,507.4,616.4,440.5,540.0
3681,515.4,668.2,399.6,560.0
3682,416.2,565.8,483.5,500.0
3683,384.3,600.5,409.8,520.0
3684,411.2,518.7,481.8,540.0
3685,612.2,591.6,717.7,520.0
3686,515.4,569.4,486.3,600.0
3687,662.5,703.4,712.7,740.0
3688,461.2,598.7,551.4,400.0
3689,421.7,587.3,544.2,500.0
3690,531.2,647.6,503.3,520.0
3691,477.3,575.6,443.0,540.0
3692,644.1,701.9,634.5,880.0
3693,405.8,612.9,457.0,320.0
3694,486.9,561.5,537.6,560.0
3695,516.8,602.5,550.4,560.0
3696,432.4,471.1,442.7,300.0
3697,459.9,432.0,409.0,400.0
3698,563.5,619.9,615.9,600.0
3699,634.8,618.9,583.1,780.0
3700,544.9,404.5,494.6,320.0
3701,471.8,636.3,490.2,680.0
3702,654.4,676.5,795.0,900.0
3703,547.7,631.8,560.5,380.0
3704,536.8,661.4,633.5,360.0
3705,523.1,658.7,660.1,760.0
3706,509.2,553.6,661.3,480.0
3707,630.0,738.2,758.1,900.0
3708,519.8,552.7,499.4,0.0
3709,471.0,417.6,521.7,580.0
3710,420.5,563.0,512.3,540.0
3711,412.0,493.6,486.1,400.0
3712,491.4,629.3,488.7,520.0
3713,377.7,574.1,440.0,600.0
3714,551.8,641.9,517.9,760.0
3715,512.8,567.2,488.6,440.0
3716,645.4,653.7,685.2,560.0
3717,484.7,566.6,430.8,360.0
3718,569.4,548.4,470.6,300.0
3719,464.1,560.5,517.9,340.0
3720,652.2,715.8,740.6,880.0
3721,564.3,607.3,631.0,840.0
3722,638.0,746.6,709.0,940.0
3723,443.2,444.9,522.0,520.0
3724,513.5,601.7,487.4,620.0
3725,457.0,456.3,508.2,340.0
3726,442.4,620.3,383.2,560.0
3727,435.0,536.8,446.7,360.0
3728,414.6,560.9,616.6,280.0
3729,585.7,641.3,666.8,680.0
3730,482.8,646.7,698.1,900.0
3731,529.0,647.0,510.7,800.0
3732,413.7,546.0,605.1,320.0
3733,544.9,674.0,539.7,520.0
3734,588.6,631.1,704.5,840.0
3735,553.9,651.7,741.1,760.0
3736,445.4,578.9,575.4,400.0
3737,487.0,611.1,441.0,360.0
3738,652.1,681.1,801.2,920.0
3739,567.5,708.2,587.3,700.0
3740,397.6,577.9,412.2,400.0
3741,378.3,434.7,558.8,320.0
3742,377.4,495.8,592.2,340.0
3743,393.5,532.1,496.9,680.0
3744,458.3,606.4,437.9,580.0
3745,606.6,483.0,427.5,760.0
3746,452.2,598.7,429.1,460.0
3747,645.8,693.0,736.5,740.0
3748,521.0,633.0,419.0,680.0
3749,400.1,537.0,453.8,360.0
3750,551.6,656.6,696.7,800.0
3751,605.3,659.9,580.1,680.0
3752,408.7,551.0,534.8,500.0
3753,569.7,675.2,577.2,920.0
3754,500.3,638.7,691.3,940.0
3755,528.3,587.3,379.7,580.0
3756,490.7,555.2,418.7,600.0
3757,462.0,457.5,603.5,320.0
3758,493.9,615.3,485.6,620.0
3759,482.2,671.5,615.8,680.0
3760,494.5,507.1,527.7,340.0
3761,429.7,497.7,619.9,280.0
3762,612.1,654.1,517.2,660.0
3763,477.8,660.5,594.2,560.0
3764,523.9,490.9,411.2,260.0
3765,446.4,575.6,544.4,520.0
3766,541.8,595.6,636.8,640.0
3767,625.5,735.2,775.6,840.0
3768,443.5,432.2,467.2,540.0
3769,646.2,655.0,565.5,760.0
3770,589.7,599.8,574.0,540.0
3771,589.5,610.7,530.6,640.0
3772,422.4,434.0,519.0,460.0
3773,542.6,627.3,426.5,760.0
3774,471.9,450.0,486.9,580.0
3775,419.1,515.6,404.7,560.0
3776,549.4,625.8,539.6,640.0
3777,674.6,684.0,730.9,900.0
3778,478.3,627.4,407.0,440.0
3779,469.4,541.2,454.1,480.0
3780,404.1,425.0,438.5,580.0
3781,423.8,557.1,550.6,640.0
3782,473.4,560.1,567.2,500.0
3783,456.1,427.1,449.5,340.0
3784,445.6,408.3,388.5,380.0
3785,389.8,467.1,404.4,340.0
3786,415.2,458.1,393.1,520.0
3787,441.2,541.6,501.3,560.0
3788,499.7,545.0,466.0,580.0
3789,565.1,610.2,739.7,580.0
3790,555.4,644.9,546.2,700.0
3791,406.4,543.9,483.2,500.0
3792,385.6,496.8,417.2,320.0
3793,474.2,540.2,517.7,540.0
3794,473.0,507.3,454.9,420.0
3795,417.1,630.7,542.4,500.0
3796,433.2,569.6,451.9,380.0
3797,464.5,570.1,610.1,320.0
3798,420.3,534.7,412.2,380.0
3799,573.5,658.7,561.4,940.0
3800,453.9,547.1,610.1,520.0
3801,469.1,604.2,517.8,640.0
3802,476.4,613.0,527.2,360.0
3803,596.8,604.3,640.6,480.0
3804,477.3,508.1,452.4,520.0
3805,455.1,566.3,441.6,480.0
3806,581.3,656.4,698.2,760.0
3807,532.6,638.2,626.6,440.0
3808,601.0,683.3,688.9,940.0
3809,448.4,405.0,470.4,260.0
3810,380.7,591.8,611.2,500.0
3811,487.6,688.8,817.7,780.0
3812,487.7,630.6,494.1,460.0
3813,534.0,658.6,738.3,620.0
3814,463.1,597.4,592.7,720.0
3815,550.9,568.2,531.4,420.0
3816,493.2,658.0,459.9,460.0
3817,580.1,623.1,680.7,580.0
3818,576.1,621.6,530.5,460.0
3819,661.8,694.1,715.5,940.0
3820,412.7,579.1,574.4,380.0
3821,434.2,520.6,457.8,260.0
3822,512.0,573.3,390.9,520.0
3823,436.5,599.7,521.3,320.0
3824,526.4,597.8,586.5,580.0
3825,419.3,488.6,447.2,480.0
3826,470.7,606.2,525.1,560.0
3827,470.6,559.0,395.9,280.0
3828,468.1,621.7,392.1,580.0
3829,571.1,640.3,691.9,840.0
3830,597.9,655.3,558.3,780.0
3831,375.2,460.3,462.9,260.0
3832,567.4,628.9,692.1,880.0
3833,468.9,463.4,506.9,600.0
3834,413.1,506.1,640.6,360.0
3835,489.7,596.2,588.9,480.0
3836,530.6,438.4,407.0,280.0
3837,576.1,594.5,463.8,620.0
3838,497.6,521.7,482.8,500.0
3839,466.8,573.2,430.9,380.0
3840,447.5,592.5,603.1,460.0
3841,411.6,639.2,559.9,720.0
3842,503.3,629.6,626.9,880.0
3843,603.6,729.1,651.1,920.0
3844,581.7,650.9,694.1,720.0
3845,419.6,588.7,484.2,340.0
3846,487.4,615.3,579.7,720.0
3847,609.1,556.9,606.2,620.0
3848,457.0,528.9,499.7,320.0
3849,433.8,603.7,642.4,380.0
3850,612.9,677.2,743.9,740.0
3851,519.0,639.2,413.5,320.0
3852,673.6,705.3,780.0,740.0
3853,542.2,618.3,481.2,320.0
3854,544.6,648.9,648.4,600.0
3855,399.0,582.1,514.9,320.0
3856,569.4,675.7,670.4,720.0
3857,516.6,537.7,494.5,360.0
3858,526.2,571.7,380.3,340.0
3859,480.3,631.2,548.5,380.0
3860,432.8,437.3,402.6,500.0
3861,636.8,667.6,769.9,740.0
3862,401.1,612.4,557.2,0.0
3863,472.3,492.0,545.1,540.0
3864,518.3,608.3,443.5,0.0
3865,488.0,602.5,486.9,400.0
3866,399.3,416.8,386.7,360.0
3867,520.0,663.2,723.9,860.0
3868,587.8,594.4,550.2,720.0
3869,418.2,517.9,591.0,260.0
3870,478.5,639.9,648.9,560.0
3871,594.1,657.7,584.0,700.0
3872,431.5,634.3,438.4,600.0
3873,432.5,537.0,473.0,400.0
3874,404.3,528.4,404.4,300.0
3875,550.3,619.3,534.9,560.0
3876,493.1,615.5,690.1,820.0
3877,393.7,526.6,380.0,400.0
3878,471.0,582.8,424.8,500.0
3879,397.4,433.3,401.1,320.0
3880,537.3,647.5,685.3,400.0
3881,634.9,690.3,736.3,580.0
3882,552.2,652.1,598.6,700.0
3883,469.1,431.2,388.9,0.0
3884,498.0,609.1,648.4,860.0
3885,554.1,658.6,738.9,540.0
3886,420.0,452.8,447.1,280.0
3887,465.9,533.9,440.1,280.0
3888,444.5,544.1,589.6,480.0
3889,621.8,687.0,650.1,920.0
3890,495.7,525.4,600.2,520.0
3891,526.5,573.0,659.1,420.0
3892,591.6,510.9,625.5,560.0
3893,405.6,537.8,421.6,600.0
3894,479.6,532.9,532.1,320.0
3895,440.6,631.7,707.9,640.0
3896,415.8,589.8,426.2,540.0
3897,548.9,591.8,557.2,560.0
3898,434.9,623.7,500.3,640.0
3899,579.1,558.2,512.1,560.0
3900,514.1,556.3,473.0,520.0
3901,416.3,517.2,396.3,380.0
3902,663.9,710.9,685.0,840.0
3903,435.5,617.7,483.3,500.0
3904,609.8,540.0,555.4,640.0
3905,557.8,649.4,632.5,820.0
3906,428.7,535.0,627.6,360.0
3907,480.3,503.5,607.0,280.0
3908,494.1,632.1,663.6,600.0
3909,411.6,601.6,433.9,360.0
3910,470.7,591.8,529.7,580.0
3911,410.4,587.7,564.5,600.0
3912,499.3,565.1,556.2,560.0
3913,432.7,562.1,392.3,400.0
3914,514.2,478.2,500.4,400.0
3915,571.0,675.0,443.9,740.0
3916,513.3,612.4,657.5,880.0
3917,390.1,486.9,421.1,280.0
3918,590.6,650.3,537.2,580.0
3919,460.6,631.9,605.6,860.0
3920,404.9,519.7,489.0,520.0
3921,548.2,645.7,486.5,600.0
3922,406.7,570.8,512.5,340.0
3923,381.0,521.6,543.3,0.0
3924,509.0,523.7,516.9,680.0
3925,542.5,663.8,705.1,720.0
3926,416.2,437.0,550.3,500.0
3927,458.1,443.2,459.9,680.0
3928,417.1,552.2,435.1,320.0
3929,524.6,662.8,489.7,640.0
3930,479.2,593.1,588.7,360.0
3931,516.5,623.0,446.2,520.0
3932,467.2,471.9,610.2,440.0
3933,641.4,659.1,749.4,800.0
3934,451.9,538.9,455.2,260.0
3935,450.6,580.3,424.5,460.0
3936,529.2,597.0,548.6,800.0
3937,384.3,564.0,434.1,620.0
3938,486.1,625.3,523.5,560.0
3939,445.7,575.1,601.9,760.0
3940,437.7,631.0,569.6,660.0
3941,526.4,625.0,630.6,720.0
3942,392.6,426.3,516.9,500.0
3943,544.2,538.3,382.6,560.0
3944,586.1,625.7,607.2,800.0
3945,455.5,440.0,423.4,280.0
3946,525.4,607.0,473.3,580.0
3947,495.9,625.7,674.6,760.0
3948,568.9,624.3,531.2,600.0
3949,403.0,577.7,501.2,280.0
3950,532.1,663.4,590.1,700.0
3951,414.2,638.9,466.0,400.0
3952,485.8,476.0,459.2,420.0
3953,634.4,665.6,633.0,500.0
3954,413.3,446.9,458.4,560.0
3955,405.0,562.5,499.4,560.0
3956,572.9,614.2,404.2,580.0
3957,610.3,686.9,694.7,880.0
3958,418.1,546.3,486.0,280.0
3959,473.7,678.1,523.6,560.0
3960,510.1,523.7,567.0,360.0
3961,527.4,499.7,430.9,360.0
3962,433.4,466.6,434.0,760.0
3963,692.4,719.3,739.1,860.0
3964,547.5,542.0,629.9,800.0
3965,512.7,545.1,462.3,540.0
3966,451.6,511.3,423.1,520.0
3967,384.9,548.5,473.3,420.0
3968,495.0,618.5,605.3,520.0
3969,477.5,592.0,424.0,400.0
3970,508.5,571.8,530.1,560.0
3971,546.7,459.3,509.6,500.0
3972,504.4,566.1,678.2,620.0
3973,443.4,401.1,519.4,240.0
3974,446.8,548.0,520.9,380.0
3975,552.8,638.3,685.3,520.0
3976,506.2,615.2,439.1,540.0
3977,445.8,554.6,659.0,320.0
3978,504.2,557.0,499.0,380.0
3979,570.8,725.8,790.7,620.0
3980,498.2,699.0,675.2,940.0
3981,446.4,640.5,415.3,320.0
3982,592.8,616.1,690.7,840.0
3983,401.0,541.7,530.9,380.0
3984,506.9,531.5,434.5,320.0
3985,422.0,625.2,402.0,0.0
3986,515.4,440.0,491.6,400.0
3987,408.4,467.1,420.1,620.0
3988,444.1,553.9,389.5,560.0
3989,518.5,555.2,415.4,540.0
3990,401.8,501.5,540.9,340.0
3991,447.1,483.4,516.3,360.0
3992,475.3,512.7,475.7,380.0
3993,477.4,626.0,472.8,380.0
3994,471.9,514.7,498.2,360.0
3995,466.6,657.2,650.2,540.0
3996,504.4,602.2,582.5,660.0
3997,511.4,646.7,487.5,640.0
3998,743.7,739.9,890.0,960.0
3999,418.6,583.2,425.9,540.0
4000,422.7,660.7,643.7,880.0
4001,378.7,587.1,514.2,300.0
4002,545.2,621.6,576.5,800.0
4003,495.1,509.5,428.3,0.0
4004,466.3,580.6,452.7,320.0
4005,371.8,429.9,471.0,360.0
4006,392.1,457.2,495.7,320.0
4007,476.2,464.2,477.8,600.0
4008,451.5,513.4,518.2,320.0
4009,415.7,680.2,703.2,640.0
4010,437.3,603.7,616.5,740.0
4011,431.6,567.2,521.5,400.0
4012,429.1,485.5,407.9,300.0
4013,615.4,702.7,667.8,860.0
4014,455.7,647.4,530.5,520.0
4015,389.3,440.9,441.9,600.0
4016,523.0,514.0,458.3,320.0
4017,429.7,520.3,427.8,280.0
4018,445.3,543.4,579.7,680.0
4019,453.9,556.2,488.4,500.0
4020,532.1,662.4,622.2,580.0
4021,585.9,647.6,681.3,480.0
4022,477.3,604.9,643.6,600.0
4023,414.0,438.2,522.7,340.0
4024,583.6,652.2,616.8,600.0
4025,477.0,617.4,683.7,740.0
4026,540.7,623.9,669.6,520.0
4027,557.6,624.5,520.8,560.0
4028,450.8,518.2,395.0,320.0
4029,593.7,642.0,584.5,700.0
4030,555.4,635.6,412.3,580.0
4031,486.9,550.5,431.0,540.0
4032,406.1,564.3,415.1,200.0
4033,540.6,602.0,485.1,460.0
4034,400.4,591.3,559.6,300.0
4035,384.0,580.7,406.1,220.0
4036,529.8,446.1,441.8,700.0
4037,563.5,533.2,395.4,460.0
4038,449.9,524.8,615.9,360.0
4039,432.3,591.0,413.9,480.0
4040,435.8,533.9,617.0,200.0
4041,555.5,610.5,499.7,440.0
4042,409.8,525.3,391.2,360.0
4043,505.3,669.2,647.1,720.0
4044,449.1,528.9,530.0,420.0
4045,656.6,713.2,685.2,920.0
4046,549.0,533.0,643.3,280.0
4047,434.3,592.4,494.9,740.0
4048,404.5,539.0,434.0,380.0
4049,429.9,580.9,506.1,420.0
4050,384.7,605.0,451.7,380.0
4051,543.5,475.9,554.6,360.0
4052,581.6,582.1,494.6,500.0
4053,579.0,590.4,394.2,600.0
4054,626.6,655.7,715.5,820.0
4055,468.9,654.2,587.9,560.0
4056,443.5,504.5,473.3,640.0
4057,538.4,592.0,461.4,680.0
4058,465.3,529.5,458.9,360.0
4059,540.4,632.9,748.1,760.0
4060,397.6,485.9,434.6,400.0
4061,660.0,671.9,729.0,940.0
4062,566.2,433.5,518.5,300.0
4063,435.7,594.1,514.4,0.0
4064,499.2,613.6,507.8,540.0
4065,469.1,426.0,456.3,0.0
4066,555.3,480.8,668.0,620.0
4067,603.4,675.1,683.7,660.0
4068,433.6,417.6,449.4,340.0
4069,529.7,480.9,415.1,300.0
4070,551.4,610.9,579.5,720.0
4071,508.5,593.1,462.0,320.0
4072,485.7,573.6,512.9,440.0
4073,562.4,636.4,714.7,660.0
4074,484.6,558.1,469.8,560.0
4075,542.4,565.6,515.4,620.0
4076,487.4,608.1,591.3,360.0
4077,386.2,576.6,380.4,480.0
4078,555.3,659.5,636.4,500.0
4079,419.6,504.3,394.5,420.0
4080,500.1,532.9,507.8,520.0
4081,537.4,564.3,534.2,600.0
4082,623.5,678.3,820.7,680.0
4083,511.6,610.6,439.3,340.0
4084,457.2,573.8,448.5,360.0
4085,509.1,620.7,506.2,400.0
4086,555.1,580.5,497.6,340.0
4087,426.4,456.6,565.1,360.0
4088,448.6,414.8,554.2,600.0
4089,453.4,610.5,586.6,540.0
4090,493.0,509.9,546.6,340.0
4091,484.4,607.1,491.6,640.0
4092,425.3,606.8,398.7,600.0
4093,553.5,639.8,682.5,820.0
4094,639.4,657.3,690.6,720.0
4095,521.5,549.8,519.8,440.0
4096,586.8,632.0,536.5,880.0
4097,708.9,714.8,763.1,940.0
4098,681.4,697.8,781.6,960.0
4099,507.2,631.1,495.5,760.0
4100,607.2,672.3,458.7,760.0
4101,388.7,534.0,423.8,520.0
4102,465.2,508.1,753.4,640.0
4103,548.1,516.9,422.2,240.0
4104,691.8,718.8,745.0,780.0
4105,438.0,576.8,454.1,460.0
4106,431.6,660.7,590.6,580.0
4107,572.0,650.0,604.0,480.0
4108,474.8,618.3,587.6,360.0
4109,473.9,641.4,535.3,520.0
4110,458.3,459.9,381.2,360.0
4111,470.3,637.0,767.5,920.0
4112,510.2,571.7,518.2,500.0
4113,485.8,588.4,450.2,760.0
4114,627.7,690.4,508.0,800.0
4115,382.1,524.2,463.3,240.0
4116,464.9,678.6,678.6,700.0
4117,523.1,597.0,583.8,400.0
4118,557.7,615.4,469.8,340.0
4119,606.7,677.7,721.3,900.0
4120,442.2,491.6,443.7,480.0
4121,505.0,574.0,466.9,580.0
4122,562.7,644.5,652.7,700.0
4123,493.1,494.3,604.5,520.0
4124,627.9,677.3,733.7,660.0
4125,405.8,443.2,384.6,0.0
4126,458.6,529.8,473.1,500.0
4127,456.9,543.8,558.2,360.0
4128,580.2,493.8,567.3,340.0
4129,484.0,544.0,507.9,680.0
4130,517.4,599.4,649.9,700.0
4131,504.1,622.0,460.4,320.0
4132,558.6,580.7,584.1,580.0
4133,471.9,604.3,615.5,500.0
4134,431.0,428.5,454.5,480.0
4135,550.7,674.3,553.7,700.0
4136,418.8,455.9,425.5,500.0
4137,631.8,638.2,750.7,680.0
4138,679.8,678.6,767.1,520.0
4139,538.2,664.5,692.1,880.0
4140,433.4,440.2,587.4,700.0
4141,493.5,621.4,596.8,480.0
4142,432.3,423.3,507.9,180.0
4143,443.0,648.2,509.5,360.0
4144,434.9,512.7,378.3,440.0
4145,703.3,753.7,840.4,960.0
4146,610.5,672.8,706.1,760.0
4147,492.7,416.5,546.2,380.0
4148,559.6,615.9,450.0,120.0
4149,655.9,653.1,871.3,780.0
4150,470.9,481.9,523.7,340.0
4151,423.0,609.5,459.0,620.0
4152,405.3,540.2,451.3,340.0
4153,543.0,636.5,526.0,540.0
4154,478.6,483.5,512.4,280.0
4155,591.6,660.6,658.1,740.0
4156,451.0,497.7,630.9,440.0
4157,532.7,585.3,423.1,280.0
4158,466.6,575.5,534.4,320.0
4159,535.2,626.8,676.8,580.0
4160,392.5,467.5,449.3,160.0
4161,481.6,584.8,476.5,400.0
4162,538.8,542.4,412.2,380.0
4163,455.1,580.1,605.5,200.0
4164,540.1,566.4,459.5,440.0
4165,473.0,567.6,431.2,360.0
4166,400.3,596.9,456.3,540.0
4167,464.5,525.4,502.4,520.0
4168,435.3,551.2,448.6,260.0
4169,487.5,547.1,670.4,620.0
4170,453.7,604.9,497.0,320.0
4171,442.0,454.7,420.1,300.0
4172,526.9,614.4,640.0,520.0
4173,483.3,601.2,510.6,320.0
4174,554.0,638.8,417.1,340.0
4175,397.3,443.2,539.5,520.0
4176,371.4,510.8,657.8,340.0
4177,704.8,678.9,858.4,880.0
4178,472.6,509.7,527.8,500.0
4179,383.8,566.9,517.1,300.0
4180,631.4,690.1,531.5,680.0
4181,494.2,467.2,493.8,540.0
4182,542.1,543.3,536.7,300.0
4183,558.1,618.8,481.0,680.0
4184,452.2,476.7,456.4,540.0
4185,547.6,533.7,526.6,0.0
4186,454.4,642.4,440.7,620.0
4187,422.0,624.4,591.0,720.0
4188,396.0,507.7,446.1,620.0
4189,382.5,435.6,377.6,260.0
4190,593.8,656.7,498.8,640.0
4191,530.2,645.6,629.4,520.0
4192,385.6,478.0,482.4,440.0
4193,606.1,655.2,657.9,780.0
4194,419.9,405.1,453.8,560.0
4195,520.8,546.3,437.5,560.0
4196,514.4,661.6,550.3,640.0
4197,509.2,497.1,554.7,420.0
4198,528.4,645.4,481.5,620.0
4199,474.8,503.2,413.1,520.0
4200,604.5,668.5,698.0,480.0
4201,465.2,577.9,538.6,400.0
4202,548.9,622.1,487.8,420.0
4203,420.3,520.1,493.8,600.0
4204,463.9,620.5,534.5,360.0
4205,444.5,600.5,585.7,560.0
4206,585.3,709.2,744.4,940.0
4207,468.1,536.3,548.6,860.0
4208,410.2,419.4,451.9,0.0
4209,663.5,674.3,765.0,900.0
4210,565.7,581.7,479.2,320.0
4211,580.7,670.4,702.1,760.0
4212,445.6,598.3,618.6,760.0
4213,535.9,403.1,610.7,400.0
4214,508.1,631.2,657.3,620.0
4215,421.0,525.5,519.2,440.0
4216,420.5,477.5,456.3,340.0
4217,496.9,577.5,471.9,560.0
4218,443.0,601.2,447.1,500.0
4219,477.5,464.3,404.5,280.0
4220,482.8,506.1,433.7,340.0
4221,418.0,596.8,505.7,680.0
4222,471.1,535.7,544.6,380.0
4223,530.9,556.1,629.7,440.0
4224,518.7,616.3,431.8,520.0
4225,519.0,642.9,503.6,420.0
4226,415.0,580.6,400.2,340.0
4227,582.0,599.9,467.0,680.0
4228,554.6,642.1,531.9,560.0
4229,600.7,677.0,581.6,800.0
4230,510.2,589.8,607.6,480.0
4231,561.7,630.9,501.1,500.0
4232,385.8,440.0,518.5,300.0
4233,391.5,502.6,430.2,600.0
4234,417.7,614.0,540.9,400.0
4235,466.3,608.8,468.1,260.0
4236,568.6,609.3,555.4,560.0
4237,525.9,586.2,597.8,500.0
4238,502.6,633.4,445.2,620.0
4239,474.2,473.4,491.4,580.0
4240,393.5,580.3,708.9,620.0
4241,510.7,653.6,615.8,580.0
4242,675.4,684.6,687.8,940.0
4243,485.7,500.6,428.9,680.0
4244,428.9,568.5,601.2,440.0
4245,539.0,587.9,498.7,780.0
4246,566.5,524.0,705.4,880.0
4247,521.0,521.0,667.0,480.0
4248,528.7,586.5,437.7,620.0
4249,415.2,666.9,471.2,780.0
4250,564.8,617.9,676.4,560.0
4251,573.8,673.1,585.1,560.0
4252,576.6,655.6,514.7,380.0
4253,571.6,672.6,622.8,540.0
4254,562.3,691.0,652.7,600.0
4255,522.0,644.7,516.2,900.0
4256,410.3,602.0,518.0,640.0
4257,603.5,642.3,672.2,960.0
4258,424.9,479.1,454.7,220.0
4259,452.7,547.6,419.1,480.0
4260,497.2,630.9,394.2,760.0
4261,494.5,597.9,396.8,420.0
4262,392.4,571.0,375.5,640.0
4263,434.1,471.6,513.7,380.0
4264,462.6,502.6,441.4,320.0
4265,445.7,430.5,493.4,340.0
4266,451.6,591.7,390.2,360.0
4267,433.4,585.9,385.9,360.0
4268,448.2,525.4,505.1,360.0
4269,501.5,594.1,522.7,500.0
4270,595.3,660.7,664.5,780.0
4271,469.3,583.6,479.8,620.0
